,State,County,Year,MME,Population,fips,_merge,Prescription Rate Per Capita
337,WA,Whitman,2010,8059799.460225,44776,53075.0,both,180.00266795213955
338,WA,Whitman,2011,9406485.3375,45067,53075.0,both,208.72224327112966
339,WA,Whitman,2012,10296140.3213625,46660,53075.0,both,220.66310161514144
340,WA,Whitman,2013,10340060.235,46831,53075.0,both,220.79520477888576
341,WA,Whitman,2014,9868778.6625,46965,53075.0,both,210.130494251038
342,WA,Yakima,2006,44376884.395,230171,53077.0,both,192.7996332943768
343,WA,Yakima,2007,48714182.5223625,232288,53077.0,both,209.71458931310485
344,WA,Yakima,2008,52348507.057125,234881,53077.0,both,222.8724633202558
345,WA,Yakima,2009,61959784.165125,239054,53077.0,both,259.18739768054496
346,WA,Yakima,2010,67468869.2154375,243231,53077.0,both,277.38597964666303
347,WA,Yakima,2011,76007353.779075,245899,53077.0,both,309.0998897070545
348,WA,Yakima,2012,80232646.68135001,246064,53077.0,both,326.0641405542867
349,WA,Yakima,2013,83916307.808175,246395,53077.0,both,340.57634208557397
350,WA,Yakima,2014,91092505.3125,246748,53077.0,both,369.1722134019323
351,OR,Baker,2006,6465996.549000001,15989,41001.0,both,404.40281124523113
352,OR,Baker,2007,6810527.583,16010,41001.0,both,425.39210387257964
353,OR,Baker,2008,7172930.6325,16051,41001.0,both,446.88372266525454
354,OR,Baker,2009,7592164.545225,16082,41001.0,both,472.0908186310782
355,OR,Baker,2010,9173387.6438625,16134,41001.0,both,568.5749128463184
356,OR,Baker,2011,8693059.0659,16069,41001.0,both,540.9832015620138
357,OR,Baker,2012,9364095.8709,16001,41001.0,both,585.2194157177676
358,OR,Baker,2013,9585516.3788625,16027,41001.0,both,598.0855043902477
