County,Year,Population,State,fips,Deaths,_merge,drug_mortality_per_capita
Clay County,2003.0,14066,AL,1027.0,165.0,both,0.011730413763685483
Cleburne County,2003.0,14378,AL,1029.0,175.0,both,0.012171372930866602
Coffee County,2003.0,44186,AL,1031.0,464.0,both,0.010501063685330195
Colbert County,2003.0,54319,AL,1033.0,602.0,both,0.01108267825254515
Conecuh County,2003.0,13436,AL,1035.0,183.0,both,0.013620125037213457
Coosa County,2003.0,11423,AL,1037.0,129.0,both,0.0112930053401033
Covington County,2003.0,36495,AL,1039.0,504.0,both,0.013810110974106041
Crenshaw County,2003.0,13562,AL,1041.0,179.0,both,0.013198643267954578
Cullman County,2003.0,78110,AL,1043.0,900.0,both,0.011522212264754833
Dale County,2003.0,49052,AL,1045.0,451.0,both,0.009194324390442795
Dallas County,2003.0,44504,AL,1047.0,546.0,both,0.012268560129426568
DeKalb County,2003.0,66009,AL,1049.0,679.0,both,0.010286476086594252
Elmore County,2003.0,70151,AL,1051.0,627.0,both,0.00893786261065416
Escambia County,2003.0,38028,AL,1053.0,417.0,both,0.01096560429157463
Etowah County,2003.0,102698,AL,1055.0,1372.0,both,0.013359559095600694
Fayette County,2003.0,18145,AL,1057.0,206.0,both,0.011352989804353817
Franklin County,2003.0,30684,AL,1059.0,371.0,both,0.012090992047972884
Geneva County,2003.0,25481,AL,1061.0,344.0,both,0.013500255092029356
Greene County,2003.0,9697,AL,1063.0,121.0,both,0.01247808600598123
Hale County,2003.0,18013,AL,1065.0,210.0,both,0.011658246821739854
Henry County,2003.0,16370,AL,1067.0,224.0,both,0.013683567501527183
Houston County,2003.0,91147,AL,1069.0,835.0,both,0.009161025596015228
Jackson County,2003.0,53483,AL,1071.0,587.0,both,0.010975450143036105
Jefferson County,2003.0,660486,AL,1073.0,7336.0,both,0.011106972744312521
Lamar County,2003.0,15065,AL,1075.0,181.0,both,0.012014603385330235
Lauderdale County,2003.0,86944,AL,1077.0,941.0,both,0.010823058520426941
Lawrence County,2003.0,34393,AL,1079.0,340.0,both,0.009885732561858518
Lee County,2003.0,119631,AL,1081.0,839.0,both,0.007013232356161864
Limestone County,2003.0,67685,AL,1083.0,586.0,both,0.008657752825589126
Lowndes County,2003.0,13316,AL,1085.0,143.0,both,0.010738960648843497
Macon County,2003.0,23470,AL,1087.0,260.0,both,0.011077971878994461
Madison County,2003.0,290763,AL,1089.0,2283.0,both,0.00785175555349202
Marengo County,2003.0,21930,AL,1091.0,266.0,both,0.012129502963976288
Marion County,2003.0,29972,AL,1093.0,379.0,both,0.012645135459762445
Marshall County,2003.0,83592,AL,1095.0,992.0,both,0.011867164321944684
Mobile County,2003.0,397707,AL,1097.0,3962.0,both,0.009962107782865276
Monroe County,2003.0,23532,AL,1099.0,257.0,both,0.010921298657147714
Montgomery County,2003.0,222486,AL,1101.0,2023.0,both,0.009092706956842228
Morgan County,2003.0,112287,AL,1103.0,1072.0,both,0.009546964474961483
Perry County,2003.0,11241,AL,1105.0,142.0,both,0.012632328084689974
Pickens County,2003.0,20316,AL,1107.0,268.0,both,0.013191573144319749
Pike County,2003.0,29413,AL,1109.0,302.0,both,0.010267568762111991
Randolph County,2003.0,22268,AL,1111.0,269.0,both,0.012080114963175858
Russell County,2003.0,48684,AL,1113.0,536.0,both,0.011009777339577686
St. Clair County,2003.0,68292,AL,1115.0,721.0,both,0.01055760557605576
Shelby County,2003.0,159608,AL,1117.0,1045.0,both,0.0065472908626134025
Sumter County,2003.0,13996,AL,1119.0,163.0,both,0.011646184624178336
Talladega County,2003.0,79776,AL,1121.0,896.0,both,0.011231448054552748
Tallapoosa County,2003.0,40693,AL,1123.0,509.0,both,0.012508293809746149
Tuscaloosa County,2003.0,167484,AL,1125.0,1524.0,both,0.009099376656874686
Walker County,2003.0,69514,AL,1127.0,992.0,both,0.014270506660528814
Washington County,2003.0,17743,AL,1129.0,159.0,both,0.008961280504987883
Wilcox County,2003.0,12781,AL,1131.0,155.0,both,0.012127376574602926
Winston County,2003.0,24350,AL,1133.0,286.0,both,0.011745379876796715
Autauga County,2004.0,46933,AL,1001.0,373.0,both,0.007947499627128034
Baldwin County,2004.0,156573,AL,1003.0,1546.0,both,0.009873988490991423
Barbour County,2004.0,29458,AL,1005.0,274.0,both,0.009301378233417068
Bibb County,2004.0,21208,AL,1007.0,219.0,both,0.010326291965296115
Blount County,2004.0,54469,AL,1009.0,527.0,both,0.009675228111402817
Bullock County,2004.0,11038,AL,1011.0,133.0,both,0.01204928429063236
Butler County,2004.0,20476,AL,1013.0,286.0,both,0.0139675717913655
Calhoun County,2004.0,111615,AL,1015.0,1275.0,both,0.011423195807015186
Chambers County,2004.0,35387,AL,1017.0,437.0,both,0.012349167773476135
Cherokee County,2004.0,24291,AL,1019.0,261.0,both,0.010744720266765468
Chilton County,2004.0,41170,AL,1021.0,478.0,both,0.011610395919358757
Choctaw County,2004.0,14894,AL,1023.0,171.0,both,0.011481133342285484
Clarke County,2004.0,26944,AL,1025.0,277.0,both,0.010280581947743467
Clay County,2004.0,13939,AL,1027.0,183.0,both,0.013128631896118804
Cleburne County,2004.0,14264,AL,1029.0,171.0,both,0.011988222097588335
Coffee County,2004.0,44712,AL,1031.0,473.0,both,0.010578815530506352
Colbert County,2004.0,54427,AL,1033.0,589.0,both,0.010821834751134548
Conecuh County,2004.0,13238,AL,1035.0,177.0,both,0.013370599788487687
Coosa County,2004.0,11156,AL,1037.0,144.0,both,0.012907852276801721
Covington County,2004.0,36322,AL,1039.0,486.0,both,0.01338032046693464
Crenshaw County,2004.0,13602,AL,1041.0,163.0,both,0.01198353183355389
Cullman County,2004.0,78711,AL,1043.0,857.0,both,0.010887931801145964
Dale County,2004.0,48691,AL,1045.0,426.0,both,0.008749050132468012
Dallas County,2004.0,43927,AL,1047.0,567.0,both,0.012907778814851913
DeKalb County,2004.0,66574,AL,1049.0,676.0,both,0.010154114218764082
Elmore County,2004.0,71276,AL,1051.0,636.0,both,0.008923059655423986
Escambia County,2004.0,37888,AL,1053.0,464.0,both,0.012246621621621621
Etowah County,2004.0,102657,AL,1055.0,1246.0,both,0.012137506453529715
Fayette County,2004.0,17998,AL,1057.0,260.0,both,0.01444604956106234
Franklin County,2004.0,30533,AL,1059.0,389.0,both,0.01274031375888383
Geneva County,2004.0,25458,AL,1061.0,305.0,both,0.011980516929845236
Greene County,2004.0,9534,AL,1063.0,116.0,both,0.012166981329976925
Hale County,2004.0,17876,AL,1065.0,210.0,both,0.011747594540165586
Henry County,2004.0,16432,AL,1067.0,193.0,both,0.011745374878286271
Houston County,2004.0,92374,AL,1069.0,925.0,both,0.010013640201788382
Jackson County,2004.0,53217,AL,1071.0,587.0,both,0.011030309863389518
Jefferson County,2004.0,660016,AL,1073.0,7185.0,both,0.010886099730915614
Lamar County,2004.0,14828,AL,1075.0,186.0,both,0.012543835985972484
Lauderdale County,2004.0,87203,AL,1077.0,913.0,both,0.010469823285896128
Lawrence County,2004.0,34204,AL,1079.0,328.0,both,0.009589521693369197
Lee County,2004.0,121698,AL,1081.0,773.0,both,0.006351788854377229
Limestone County,2004.0,68407,AL,1083.0,573.0,both,0.008376335755112782
Lowndes County,2004.0,13033,AL,1085.0,149.0,both,0.011432517455689404
Macon County,2004.0,23041,AL,1087.0,237.0,both,0.010286011891844972
Madison County,2004.0,294814,AL,1089.0,2352.0,both,0.007977911496740318
Marengo County,2004.0,21649,AL,1091.0,244.0,both,0.011270728440112707
Marion County,2004.0,29712,AL,1093.0,396.0,both,0.01332794830371567
Marshall County,2004.0,84161,AL,1095.0,925.0,both,0.010990838987179334
Mobile County,2004.0,397521,AL,1097.0,3893.0,both,0.009793193315573266
Monroe County,2004.0,23351,AL,1099.0,255.0,both,0.010920303199006467
Montgomery County,2004.0,222085,AL,1101.0,2059.0,both,0.00927122498142603
Morgan County,2004.0,112210,AL,1103.0,1031.0,both,0.009188129400231709
Perry County,2004.0,11078,AL,1105.0,138.0,both,0.0124571222242282
Pickens County,2004.0,20096,AL,1107.0,249.0,both,0.012390525477707007
Pike County,2004.0,29727,AL,1109.0,283.0,both,0.009519965014969557
Randolph County,2004.0,22394,AL,1111.0,270.0,both,0.01205680092882022
Russell County,2004.0,48980,AL,1113.0,545.0,both,0.011126990608411597
St. Clair County,2004.0,69966,AL,1115.0,715.0,both,0.010219249349684132
Shelby County,2004.0,165723,AL,1117.0,1020.0,both,0.006154848753643127
Sumter County,2004.0,13869,AL,1119.0,173.0,both,0.012473862571201961
Talladega County,2004.0,79746,AL,1121.0,880.0,both,0.011035036240062197
Tallapoosa County,2004.0,40605,AL,1123.0,523.0,both,0.01288018716906785
Tuscaloosa County,2004.0,169051,AL,1125.0,1467.0,both,0.008677854611921845
Walker County,2004.0,69153,AL,1127.0,962.0,both,0.013911182450508293
Washington County,2004.0,17579,AL,1129.0,185.0,both,0.01052392058706411
Wilcox County,2004.0,12721,AL,1131.0,135.0,both,0.010612373241097399
Winston County,2004.0,24307,AL,1133.0,251.0,both,0.01032624346895956
Autauga County,2005.0,47870,AL,1001.0,447.0,both,0.009337789847503655
Baldwin County,2005.0,162564,AL,1003.0,1567.0,both,0.00963928052951453
Barbour County,2005.0,29452,AL,1005.0,326.0,both,0.011068857802526144
Bibb County,2005.0,21375,AL,1007.0,233.0,both,0.010900584795321638
Blount County,2005.0,55035,AL,1009.0,527.0,both,0.009575724538929771
Bullock County,2005.0,10975,AL,1011.0,138.0,both,0.012574031890660592
Butler County,2005.0,20338,AL,1013.0,290.0,both,0.014259022519421773
Calhoun County,2005.0,112081,AL,1015.0,1365.0,both,0.012178692195822663
Chambers County,2005.0,35173,AL,1017.0,489.0,both,0.013902709464646177
Cherokee County,2005.0,24268,AL,1019.0,285.0,both,0.01174386022746003
Chilton County,2005.0,41510,AL,1021.0,438.0,both,0.010551674295350517
Choctaw County,2005.0,14507,AL,1023.0,167.0,both,0.011511684014613634
Clarke County,2005.0,26740,AL,1025.0,294.0,both,0.01099476439790576
Clay County,2005.0,13847,AL,1027.0,188.0,both,0.013576948075395393
Cleburne County,2005.0,14276,AL,1029.0,165.0,both,0.011557859344354162
Coffee County,2005.0,45159,AL,1031.0,474.0,both,0.010496246595363051
Colbert County,2005.0,54399,AL,1033.0,656.0,both,0.012059045203036821
Conecuh County,2005.0,13176,AL,1035.0,170.0,both,0.012902246508803885
Coosa County,2005.0,10964,AL,1037.0,142.0,both,0.012951477562933236
Covington County,2005.0,36594,AL,1039.0,544.0,both,0.014865824998633656
Crenshaw County,2005.0,13541,AL,1041.0,168.0,both,0.012406764640720774
Cullman County,2005.0,79382,AL,1043.0,904.0,both,0.011387972084351616
Dale County,2005.0,48319,AL,1045.0,447.0,both,0.00925101926778286
Dallas County,2005.0,43358,AL,1047.0,550.0,both,0.012685086950505096
DeKalb County,2005.0,66920,AL,1049.0,722.0,both,0.010789001793185893
Elmore County,2005.0,73241,AL,1051.0,601.0,both,0.008205786376483117
Escambia County,2005.0,37642,AL,1053.0,451.0,both,0.011981297486849795
Etowah County,2005.0,102602,AL,1055.0,1369.0,both,0.013342819828073527
Fayette County,2005.0,18012,AL,1057.0,201.0,both,0.011159227181878747
Franklin County,2005.0,30673,AL,1059.0,366.0,both,0.011932318325563199
Geneva County,2005.0,25584,AL,1061.0,347.0,both,0.013563164477798624
Greene County,2005.0,9472,AL,1063.0,100.0,both,0.010557432432432432
Hale County,2005.0,17921,AL,1065.0,189.0,both,0.010546286479549132
Henry County,2005.0,16424,AL,1067.0,218.0,both,0.013273258645884072
Houston County,2005.0,93614,AL,1069.0,920.0,both,0.009827589890401008
Jackson County,2005.0,52923,AL,1071.0,595.0,both,0.01124274889934433
Jefferson County,2005.0,659715,AL,1073.0,7169.0,both,0.010866813699855241
Lamar County,2005.0,14707,AL,1075.0,180.0,both,0.012239069830692867
Lauderdale County,2005.0,87437,AL,1077.0,931.0,both,0.01064766631975022
Lawrence County,2005.0,34293,AL,1079.0,372.0,both,0.010847694864841221
Lee County,2005.0,125350,AL,1081.0,823.0,both,0.006565616274431592
Limestone County,2005.0,69792,AL,1083.0,635.0,both,0.009098464007336084
Lowndes County,2005.0,12898,AL,1085.0,159.0,both,0.01232749263451698
Macon County,2005.0,22736,AL,1087.0,303.0,both,0.013326882477128783
Madison County,2005.0,300272,AL,1089.0,2313.0,both,0.0077030159322214525
Marengo County,2005.0,21405,AL,1091.0,252.0,both,0.011772950245269797
Marion County,2005.0,29493,AL,1093.0,383.0,both,0.012986132302580273
Marshall County,2005.0,85298,AL,1095.0,978.0,both,0.011465685010199535
Mobile County,2005.0,398369,AL,1097.0,4007.0,both,0.010058513589159799
Monroe County,2005.0,23169,AL,1099.0,269.0,both,0.01161034140446286
Montgomery County,2005.0,222220,AL,1101.0,2022.0,both,0.009099090990909909
Morgan County,2005.0,112951,AL,1103.0,1129.0,both,0.00999548476773114
Perry County,2005.0,10787,AL,1105.0,142.0,both,0.013163993696115695
Pickens County,2005.0,19834,AL,1107.0,256.0,both,0.012907129172128669
Pike County,2005.0,29685,AL,1109.0,337.0,both,0.011352534950311605
Randolph County,2005.0,22472,AL,1111.0,288.0,both,0.012815948736205056
Russell County,2005.0,49094,AL,1113.0,564.0,both,0.011488165559946226
St. Clair County,2005.0,72004,AL,1115.0,691.0,both,0.009596689072829288
Shelby County,2005.0,171678,AL,1117.0,1016.0,both,0.005918055895338948
Sumter County,2005.0,13640,AL,1119.0,132.0,both,0.00967741935483871
Talladega County,2005.0,79902,AL,1121.0,827.0,both,0.010350178969237315
Tallapoosa County,2005.0,40445,AL,1123.0,531.0,both,0.01312894053653109
Tuscaloosa County,2005.0,172060,AL,1125.0,1477.0,both,0.008584214808787632
Walker County,2005.0,69124,AL,1127.0,945.0,both,0.013671083849314276
Washington County,2005.0,17410,AL,1129.0,157.0,both,0.009017805858701896
Wilcox County,2005.0,12642,AL,1131.0,136.0,both,0.010757791488688499
Winston County,2005.0,24236,AL,1133.0,282.0,both,0.011635583429608846
Autauga County,2006.0,49105,AL,1001.0,449.0,both,0.009143671723857041
Baldwin County,2006.0,168516,AL,1003.0,1639.0,both,0.009726079422725438
Barbour County,2006.0,29556,AL,1005.0,284.0,both,0.00960887806198403
Bibb County,2006.0,21285,AL,1007.0,221.0,both,0.010382898754991779
Blount County,2006.0,55978,AL,1009.0,526.0,both,0.009396548644110186
