County,Year,Population,State,fips,_merge
Reeves County,2012,14256,TX,48389.0,both
Refugio County,2012,7259,TX,48391.0,both
Roberts County,2012,938,TX,48393.0,both
Robertson County,2012,16447,TX,48395.0,both
Rockwall County,2012,82772,TX,48397.0,both
Runnels County,2012,10337,TX,48399.0,both
Rusk County,2012,53735,TX,48401.0,both
Sabine County,2012,10526,TX,48403.0,both
San Augustine County,2012,8789,TX,48405.0,both
San Jacinto County,2012,26956,TX,48407.0,both
San Patricio County,2012,65261,TX,48409.0,both
San Saba County,2012,5990,TX,48411.0,both
Schleicher County,2012,3257,TX,48413.0,both
Scurry County,2012,17120,TX,48415.0,both
Shackelford County,2012,3361,TX,48417.0,both
Shelby County,2012,26062,TX,48419.0,both
Sherman County,2012,3037,TX,48421.0,both
Smith County,2012,214824,TX,48423.0,both
Somervell County,2012,8555,TX,48425.0,both
Starr County,2012,61951,TX,48427.0,both
Stephens County,2012,9608,TX,48429.0,both
Sterling County,2012,1190,TX,48431.0,both
Stonewall County,2012,1452,TX,48433.0,both
Sutton County,2012,3916,TX,48435.0,both
Swisher County,2012,7849,TX,48437.0,both
Tarrant County,2012,1882950,TX,48439.0,both
Taylor County,2012,134122,TX,48441.0,both
Terrell County,2012,917,TX,48443.0,both
Terry County,2012,12630,TX,48445.0,both
Throckmorton County,2012,1610,TX,48447.0,both
Titus County,2012,32605,TX,48449.0,both
Tom Green County,2012,113324,TX,48451.0,both
Travis County,2012,1096918,TX,48453.0,both
Trinity County,2012,14375,TX,48455.0,both
Tyler County,2012,21504,TX,48457.0,both
Upshur County,2012,39921,TX,48459.0,both
Upton County,2012,3265,TX,48461.0,both
Uvalde County,2012,26744,TX,48463.0,both
Val Verde County,2012,48968,TX,48465.0,both
Van Zandt County,2012,52211,TX,48467.0,both
Victoria County,2012,89124,TX,48469.0,both
Walker County,2012,68602,TX,48471.0,both
Waller County,2012,44365,TX,48473.0,both
Ward County,2012,10825,TX,48475.0,both
Washington County,2012,33916,TX,48477.0,both
Webb County,2012,260487,TX,48479.0,both
Wharton County,2012,41130,TX,48481.0,both
Wheeler County,2012,5593,TX,48483.0,both
Wichita County,2012,131742,TX,48485.0,both
Wilbarger County,2012,13294,TX,48487.0,both
Willacy County,2012,22202,TX,48489.0,both
Williamson County,2012,456144,TX,48491.0,both
Wilson County,2012,44356,TX,48493.0,both
Winkler County,2012,7366,TX,48495.0,both
Wise County,2012,60395,TX,48497.0,both
Wood County,2012,42402,TX,48499.0,both
Yoakum County,2012,8052,TX,48501.0,both
Young County,2012,18273,TX,48503.0,both
Zapata County,2012,14267,TX,48505.0,both
Zavala County,2012,12015,TX,48507.0,both
Anderson County,2013,57982,TX,48001.0,both
Andrews County,2013,16774,TX,48003.0,both
Angelina County,2013,87317,TX,48005.0,both
Aransas County,2013,23893,TX,48007.0,both
Archer County,2013,8799,TX,48009.0,both
Armstrong County,2013,1940,TX,48011.0,both
Atascosa County,2013,47029,TX,48013.0,both
Austin County,2013,28690,TX,48015.0,both
Bailey County,2013,7123,TX,48017.0,both
Bandera County,2013,20543,TX,48019.0,both
Bastrop County,2013,75809,TX,48021.0,both
Baylor County,2013,3581,TX,48023.0,both
Bee County,2013,32811,TX,48025.0,both
Bell County,2013,327254,TX,48027.0,both
Bexar County,2013,1821354,TX,48029.0,both
Blanco County,2013,10639,TX,48031.0,both
Borden County,2013,646,TX,48033.0,both
Bosque County,2013,17864,TX,48035.0,both
Bowie County,2013,93425,TX,48037.0,both
Brazoria County,2013,329961,TX,48039.0,both
Brazos County,2013,204164,TX,48041.0,both
Brewster County,2013,9288,TX,48043.0,both
Briscoe County,2013,1563,TX,48045.0,both
Brooks County,2013,7266,TX,48047.0,both
Brown County,2013,37663,TX,48049.0,both
Burleson County,2013,17272,TX,48051.0,both
Burnet County,2013,43580,TX,48053.0,both
Caldwell County,2013,39167,TX,48055.0,both
Calhoun County,2013,21719,TX,48057.0,both
Callahan County,2013,13502,TX,48059.0,both
Cameron County,2013,417129,TX,48061.0,both
Camp County,2013,12462,TX,48063.0,both
Carson County,2013,5988,TX,48065.0,both
Cass County,2013,30235,TX,48067.0,both
Castro County,2013,8108,TX,48069.0,both
Chambers County,2013,37359,TX,48071.0,both
Cherokee County,2013,51089,TX,48073.0,both
Childress County,2013,7061,TX,48075.0,both
Clay County,2013,10458,TX,48077.0,both
Cochran County,2013,3013,TX,48079.0,both
Coke County,2013,3175,TX,48081.0,both
Coleman County,2013,8533,TX,48083.0,both
Collin County,2013,856063,TX,48085.0,both
Collingsworth County,2013,3098,TX,48087.0,both
Colorado County,2013,20717,TX,48089.0,both
Comal County,2013,118663,TX,48091.0,both
Comanche County,2013,13552,TX,48093.0,both
Concho County,2013,4118,TX,48095.0,both
Cooke County,2013,38465,TX,48097.0,both
Coryell County,2013,76827,TX,48099.0,both
Cottle County,2013,1442,TX,48101.0,both
Crane County,2013,4716,TX,48103.0,both
Crockett County,2013,3765,TX,48105.0,both
Crosby County,2013,5923,TX,48107.0,both
Culberson County,2013,2305,TX,48109.0,both
Dallam County,2013,7111,TX,48111.0,both
Dallas County,2013,2484675,TX,48113.0,both
Dawson County,2013,13224,TX,48115.0,both
Deaf Smith County,2013,19174,TX,48117.0,both
Delta County,2013,5117,TX,48119.0,both
Denton County,2013,727776,TX,48121.0,both
DeWitt County,2013,20381,TX,48123.0,both
Dickens County,2013,2299,TX,48125.0,both
Dimmit County,2013,10898,TX,48127.0,both
Donley County,2013,3561,TX,48129.0,both
Duval County,2013,11563,TX,48131.0,both
Eastland County,2013,18279,TX,48133.0,both
Ector County,2013,149629,TX,48135.0,both
Edwards County,2013,1899,TX,48137.0,both
Ellis County,2013,155972,TX,48139.0,both
El Paso County,2013,830585,TX,48141.0,both
Erath County,2013,39893,TX,48143.0,both
Falls County,2013,17244,TX,48145.0,both
Fannin County,2013,33509,TX,48147.0,both
Fayette County,2013,24705,TX,48149.0,both
Fisher County,2013,3857,TX,48151.0,both
Floyd County,2013,6248,TX,48153.0,both
Foard County,2013,1285,TX,48155.0,both
Fort Bend County,2013,651770,TX,48157.0,both
Franklin County,2013,10612,TX,48159.0,both
Freestone County,2013,19599,TX,48161.0,both
Frio County,2013,18397,TX,48163.0,both
Gaines County,2013,18798,TX,48165.0,both
Galveston County,2013,306652,TX,48167.0,both
Garza County,2013,6364,TX,48169.0,both
Gillespie County,2013,25364,TX,48171.0,both
Glasscock County,2013,1271,TX,48173.0,both
Goliad County,2013,7454,TX,48175.0,both
Gonzales County,2013,20135,TX,48177.0,both
Gray County,2013,22994,TX,48179.0,both
Grayson County,2013,122385,TX,48181.0,both
Gregg County,2013,123313,TX,48183.0,both
Grimes County,2013,26796,TX,48185.0,both
Guadalupe County,2013,142895,TX,48187.0,both
Hale County,2013,35660,TX,48189.0,both
Hall County,2013,3163,TX,48191.0,both
Hamilton County,2013,8244,TX,48193.0,both
Hansford County,2013,5543,TX,48195.0,both
Hardeman County,2013,4067,TX,48197.0,both
Hardin County,2013,55311,TX,48199.0,both
Harris County,2013,4352419,TX,48201.0,both
Harrison County,2013,66287,TX,48203.0,both
Hartley County,2013,6011,TX,48205.0,both
Haskell County,2013,5899,TX,48207.0,both
Hays County,2013,175933,TX,48209.0,both
Hemphill County,2013,4158,TX,48211.0,both
Henderson County,2013,78679,TX,48213.0,both
Hidalgo County,2013,818047,TX,48215.0,both
Hill County,2013,34859,TX,48217.0,both
Hockley County,2013,23387,TX,48219.0,both
Hood County,2013,52872,TX,48221.0,both
Hopkins County,2013,35297,TX,48223.0,both
Houston County,2013,22806,TX,48225.0,both
Howard County,2013,36170,TX,48227.0,both
Hudspeth County,2013,3333,TX,48229.0,both
Hunt County,2013,87447,TX,48231.0,both
Hutchinson County,2013,21924,TX,48233.0,both
Irion County,2013,1621,TX,48235.0,both
Jack County,2013,8950,TX,48237.0,both
Jackson County,2013,14609,TX,48239.0,both
Jasper County,2013,35615,TX,48241.0,both
Jeff Davis County,2013,2231,TX,48243.0,both
Jefferson County,2013,253091,TX,48245.0,both
Jim Hogg County,2013,5262,TX,48247.0,both
Jim Wells County,2013,41706,TX,48249.0,both
Johnson County,2013,154531,TX,48251.0,both
Jones County,2013,20041,TX,48253.0,both
Karnes County,2013,14729,TX,48255.0,both
Kaufman County,2013,108269,TX,48257.0,both
Kendall County,2013,37151,TX,48259.0,both
Kenedy County,2013,438,TX,48261.0,both
Kent County,2013,782,TX,48263.0,both
Kerr County,2013,49781,TX,48265.0,both
Kimble County,2013,4457,TX,48267.0,both
King County,2013,272,TX,48269.0,both
Kinney County,2013,3640,TX,48271.0,both
Kleberg County,2013,32012,TX,48273.0,both
Knox County,2013,3719,TX,48275.0,both
Lamar County,2013,49113,TX,48277.0,both
Lamb County,2013,13671,TX,48279.0,both
Lampasas County,2013,20138,TX,48281.0,both
La Salle County,2013,7442,TX,48283.0,both
Lavaca County,2013,19630,TX,48285.0,both
Lee County,2013,16542,TX,48287.0,both
Leon County,2013,16619,TX,48289.0,both
Liberty County,2013,76847,TX,48291.0,both
Limestone County,2013,23433,TX,48293.0,both
Lipscomb County,2013,3489,TX,48295.0,both
Live Oak County,2013,11831,TX,48297.0,both
Llano County,2013,19509,TX,48299.0,both
Loving County,2013,106,TX,48301.0,both
Lubbock County,2013,289646,TX,48303.0,both
Lynn County,2013,5726,TX,48305.0,both
McCulloch County,2013,8244,TX,48307.0,both
McLennan County,2013,241447,TX,48309.0,both
McMullen County,2013,762,TX,48311.0,both
Madison County,2013,13812,TX,48313.0,both
Marion County,2013,10293,TX,48315.0,both
Martin County,2013,5268,TX,48317.0,both
Mason County,2013,4122,TX,48319.0,both
Matagorda County,2013,36483,TX,48321.0,both
Maverick County,2013,56475,TX,48323.0,both
Medina County,2013,47257,TX,48325.0,both
Menard County,2013,2138,TX,48327.0,both
Midland County,2013,152387,TX,48329.0,both
Milam County,2013,24096,TX,48331.0,both
Mills County,2013,4873,TX,48333.0,both
Mitchell County,2013,9002,TX,48335.0,both
Montague County,2013,19386,TX,48337.0,both
Montgomery County,2013,498488,TX,48339.0,both
Moore County,2013,22139,TX,48341.0,both
Morris County,2013,12674,TX,48343.0,both
Motley County,2013,1192,TX,48345.0,both
Nacogdoches County,2013,65188,TX,48347.0,both
Navarro County,2013,48036,TX,48349.0,both
Newton County,2013,14343,TX,48351.0,both
Nolan County,2013,15076,TX,48353.0,both
Nueces County,2013,352987,TX,48355.0,both
Ochiltree County,2013,10701,TX,48357.0,both
Oldham County,2013,2087,TX,48359.0,both
Orange County,2013,82853,TX,48361.0,both
Palo Pinto County,2013,27878,TX,48363.0,both
Panola County,2013,23791,TX,48365.0,both
Parker County,2013,119807,TX,48367.0,both
Parmer County,2013,9989,TX,48369.0,both
Pecos County,2013,15656,TX,48371.0,both
Polk County,2013,45527,TX,48373.0,both
Potter County,2013,122091,TX,48375.0,both
Presidio County,2013,7383,TX,48377.0,both
Rains County,2013,11020,TX,48379.0,both
Randall County,2013,126833,TX,48381.0,both
Reagan County,2013,3630,TX,48383.0,both
Real County,2013,3320,TX,48385.0,both
Red River County,2013,12484,TX,48387.0,both
Reeves County,2013,14478,TX,48389.0,both
Refugio County,2013,7283,TX,48391.0,both
Roberts County,2013,915,TX,48393.0,both
Robertson County,2013,16420,TX,48395.0,both
Rockwall County,2013,84732,TX,48397.0,both
Runnels County,2013,10197,TX,48399.0,both
Rusk County,2013,53269,TX,48401.0,both
Sabine County,2013,10428,TX,48403.0,both
San Augustine County,2013,8661,TX,48405.0,both
San Jacinto County,2013,26745,TX,48407.0,both
San Patricio County,2013,66132,TX,48409.0,both
San Saba County,2013,5959,TX,48411.0,both
Schleicher County,2013,3188,TX,48413.0,both
Scurry County,2013,17258,TX,48415.0,both
Shackelford County,2013,3374,TX,48417.0,both
Shelby County,2013,25977,TX,48419.0,both
Sherman County,2013,3067,TX,48421.0,both
Smith County,2013,216498,TX,48423.0,both
Somervell County,2013,8567,TX,48425.0,both
Starr County,2013,62347,TX,48427.0,both
Stephens County,2013,9366,TX,48429.0,both
Sterling County,2013,1228,TX,48431.0,both
Stonewall County,2013,1418,TX,48433.0,both
Sutton County,2013,3985,TX,48435.0,both
Swisher County,2013,7724,TX,48437.0,both
Tarrant County,2013,1913541,TX,48439.0,both
Taylor County,2013,133972,TX,48441.0,both
Terrell County,2013,887,TX,48443.0,both
Terry County,2013,12716,TX,48445.0,both
Throckmorton County,2013,1605,TX,48447.0,both
Titus County,2013,32575,TX,48449.0,both
Tom Green County,2013,114708,TX,48451.0,both
Travis County,2013,1122346,TX,48453.0,both
Trinity County,2013,14450,TX,48455.0,both
Tyler County,2013,21509,TX,48457.0,both
Upshur County,2013,39769,TX,48459.0,both
Upton County,2013,3389,TX,48461.0,both
Uvalde County,2013,26905,TX,48463.0,both
Val Verde County,2013,49027,TX,48465.0,both
Van Zandt County,2013,52328,TX,48467.0,both
Victoria County,2013,90075,TX,48469.0,both
Walker County,2013,69402,TX,48471.0,both
Waller County,2013,45436,TX,48473.0,both
Ward County,2013,11206,TX,48475.0,both
Washington County,2013,34187,TX,48477.0,both
Webb County,2013,264280,TX,48479.0,both
Wharton County,2013,41115,TX,48481.0,both
Wheeler County,2013,5720,TX,48483.0,both
Wichita County,2013,132255,TX,48485.0,both
Wilbarger County,2013,13208,TX,48487.0,both
Willacy County,2013,22016,TX,48489.0,both
Williamson County,2013,470494,TX,48491.0,both
Wilson County,2013,45224,TX,48493.0,both
Winkler County,2013,7631,TX,48495.0,both
Wise County,2013,60991,TX,48497.0,both
Wood County,2013,42366,TX,48499.0,both
Yoakum County,2013,8218,TX,48501.0,both
Young County,2013,18353,TX,48503.0,both
Zapata County,2013,14375,TX,48505.0,both
Zavala County,2013,12203,TX,48507.0,both
Anderson County,2014,57846,TX,48001.0,both
Andrews County,2014,17424,TX,48003.0,both
Angelina County,2014,87575,TX,48005.0,both
Aransas County,2014,24573,TX,48007.0,both
Archer County,2014,8842,TX,48009.0,both
Armstrong County,2014,1914,TX,48011.0,both
Atascosa County,2014,47730,TX,48013.0,both
Austin County,2014,28975,TX,48015.0,both
Bailey County,2014,6962,TX,48017.0,both
Bandera County,2014,20800,TX,48019.0,both
Bastrop County,2014,77726,TX,48021.0,both
Baylor County,2014,3569,TX,48023.0,both
Bee County,2014,32847,TX,48025.0,both
Bell County,2014,330436,TX,48027.0,both
Bexar County,2014,1857977,TX,48029.0,both
Blanco County,2014,10807,TX,48031.0,both
Borden County,2014,665,TX,48033.0,both
Bosque County,2014,17715,TX,48035.0,both
Bowie County,2014,93337,TX,48037.0,both
Brazoria County,2014,337632,TX,48039.0,both
Brazos County,2014,209039,TX,48041.0,both
Brewster County,2014,9148,TX,48043.0,both
Briscoe County,2014,1553,TX,48045.0,both
Brooks County,2014,7237,TX,48047.0,both
Brown County,2014,37544,TX,48049.0,both
Burleson County,2014,17388,TX,48051.0,both
Burnet County,2014,43957,TX,48053.0,both
Caldwell County,2014,39670,TX,48055.0,both
Calhoun County,2014,21799,TX,48057.0,both
Callahan County,2014,13508,TX,48059.0,both
Cameron County,2014,418698,TX,48061.0,both
Camp County,2014,12654,TX,48063.0,both
Carson County,2014,6035,TX,48065.0,both
Cass County,2014,30119,TX,48067.0,both
Castro County,2014,7912,TX,48069.0,both
Chambers County,2014,38287,TX,48071.0,both
Cherokee County,2014,51187,TX,48073.0,both
Childress County,2014,7201,TX,48075.0,both
Clay County,2014,10380,TX,48077.0,both
Cochran County,2014,2948,TX,48079.0,both
Coke County,2014,3211,TX,48081.0,both
Coleman County,2014,8422,TX,48083.0,both
Collin County,2014,884410,TX,48085.0,both
Collingsworth County,2014,3014,TX,48087.0,both
Colorado County,2014,20695,TX,48089.0,both
Comal County,2014,123268,TX,48091.0,both
Comanche County,2014,13470,TX,48093.0,both
Concho County,2014,4080,TX,48095.0,both
Cooke County,2014,38772,TX,48097.0,both
Coryell County,2014,76245,TX,48099.0,both
Cottle County,2014,1427,TX,48101.0,both
Crane County,2014,4894,TX,48103.0,both
Crockett County,2014,3791,TX,48105.0,both
Crosby County,2014,5826,TX,48107.0,both
Culberson County,2014,2282,TX,48109.0,both
Dallam County,2014,7214,TX,48111.0,both
Dallas County,2014,2519407,TX,48113.0,both
Dawson County,2014,13451,TX,48115.0,both
Deaf Smith County,2014,19116,TX,48117.0,both
Delta County,2014,5137,TX,48119.0,both
Denton County,2014,752355,TX,48121.0,both
DeWitt County,2014,20519,TX,48123.0,both
Dickens County,2014,2214,TX,48125.0,both
Dimmit County,2014,10993,TX,48127.0,both
Donley County,2014,3483,TX,48129.0,both
Duval County,2014,11487,TX,48131.0,both
Eastland County,2014,18259,TX,48133.0,both
Ector County,2014,154553,TX,48135.0,both
Edwards County,2014,1904,TX,48137.0,both
Ellis County,2014,159239,TX,48139.0,both
El Paso County,2014,833370,TX,48141.0,both
Erath County,2014,40525,TX,48143.0,both
Falls County,2014,17211,TX,48145.0,both
Fannin County,2014,33606,TX,48147.0,both
Fayette County,2014,24761,TX,48149.0,both
Fisher County,2014,3873,TX,48151.0,both
Floyd County,2014,5950,TX,48153.0,both
Foard County,2014,1273,TX,48155.0,both
Fort Bend County,2014,683977,TX,48157.0,both
Franklin County,2014,10561,TX,48159.0,both
Freestone County,2014,19678,TX,48161.0,both
Frio County,2014,18930,TX,48163.0,both
Gaines County,2014,19319,TX,48165.0,both
Galveston County,2014,313451,TX,48167.0,both
Garza County,2014,6409,TX,48169.0,both
Gillespie County,2014,25476,TX,48171.0,both
Glasscock County,2014,1326,TX,48173.0,both
Goliad County,2014,7509,TX,48175.0,both
Gonzales County,2014,20331,TX,48177.0,both
Gray County,2014,23425,TX,48179.0,both
Grayson County,2014,123628,TX,48181.0,both
Gregg County,2014,123225,TX,48183.0,both
Grimes County,2014,26998,TX,48185.0,both
Guadalupe County,2014,146832,TX,48187.0,both
Hale County,2014,34435,TX,48189.0,both
Hall County,2014,3072,TX,48191.0,both
Hamilton County,2014,8164,TX,48193.0,both
Hansford County,2014,5560,TX,48195.0,both
Hardeman County,2014,3992,TX,48197.0,both
Hardin County,2014,55516,TX,48199.0,both
Harris County,2014,4454951,TX,48201.0,both
Harrison County,2014,66605,TX,48203.0,both
Hartley County,2014,6059,TX,48205.0,both
Haskell County,2014,5811,TX,48207.0,both
Hays County,2014,184764,TX,48209.0,both
Hemphill County,2014,4171,TX,48211.0,both
Henderson County,2014,79331,TX,48213.0,both
Hidalgo County,2014,829065,TX,48215.0,both
Hill County,2014,34778,TX,48217.0,both
Hockley County,2014,23446,TX,48219.0,both
Hood County,2014,53827,TX,48221.0,both
Hopkins County,2014,35686,TX,48223.0,both
Houston County,2014,22807,TX,48225.0,both
Howard County,2014,36513,TX,48227.0,both
Hudspeth County,2014,3300,TX,48229.0,both
Hunt County,2014,88664,TX,48231.0,both
Hutchinson County,2014,21917,TX,48233.0,both
Irion County,2014,1586,TX,48235.0,both
Jack County,2014,8881,TX,48237.0,both
Jackson County,2014,14723,TX,48239.0,both
Jasper County,2014,35425,TX,48241.0,both
Jeff Davis County,2014,2216,TX,48243.0,both
Jefferson County,2014,252896,TX,48245.0,both
Jim Hogg County,2014,5328,TX,48247.0,both
Jim Wells County,2014,41525,TX,48249.0,both
Johnson County,2014,156735,TX,48251.0,both
Jones County,2014,19851,TX,48253.0,both
Karnes County,2014,14907,TX,48255.0,both
Kaufman County,2014,110895,TX,48257.0,both
Kendall County,2014,38379,TX,48259.0,both
Kenedy County,2014,437,TX,48261.0,both
Kent County,2014,747,TX,48263.0,both
Kerr County,2014,50333,TX,48265.0,both
Kimble County,2014,4460,TX,48267.0,both
King County,2014,262,TX,48269.0,both
Kinney County,2014,3563,TX,48271.0,both
Kleberg County,2014,31884,TX,48273.0,both
Knox County,2014,3797,TX,48275.0,both
Lamar County,2014,49435,TX,48277.0,both
Lamb County,2014,13491,TX,48279.0,both
Lampasas County,2014,20106,TX,48281.0,both
La Salle County,2014,7482,TX,48283.0,both
Lavaca County,2014,19777,TX,48285.0,both
Lee County,2014,16614,TX,48287.0,both
Leon County,2014,16731,TX,48289.0,both
Liberty County,2014,78047,TX,48291.0,both
Limestone County,2014,23521,TX,48293.0,both
Lipscomb County,2014,3551,TX,48295.0,both
Live Oak County,2014,12063,TX,48297.0,both
Llano County,2014,19666,TX,48299.0,both
Loving County,2014,89,TX,48301.0,both
Lubbock County,2014,294591,TX,48303.0,both
Lynn County,2014,5798,TX,48305.0,both
McCulloch County,2014,8152,TX,48307.0,both
McLennan County,2014,243182,TX,48309.0,both
McMullen County,2014,801,TX,48311.0,both
Madison County,2014,13857,TX,48313.0,both
Marion County,2014,10168,TX,48315.0,both
Martin County,2014,5457,TX,48317.0,both
Mason County,2014,4101,TX,48319.0,both
Matagorda County,2014,36463,TX,48321.0,both
Maverick County,2014,57044,TX,48323.0,both
Medina County,2014,47851,TX,48325.0,both
Menard County,2014,2129,TX,48327.0,both
Midland County,2014,156767,TX,48329.0,both
Milam County,2014,24147,TX,48331.0,both
Mills County,2014,4871,TX,48333.0,both
Mitchell County,2014,9075,TX,48335.0,both
Montague County,2014,19366,TX,48337.0,both
Montgomery County,2014,517262,TX,48339.0,both
Moore County,2014,21975,TX,48341.0,both
Morris County,2014,12599,TX,48343.0,both
Motley County,2014,1149,TX,48345.0,both
Nacogdoches County,2014,65235,TX,48347.0,both
Navarro County,2014,47907,TX,48349.0,both
Newton County,2014,14294,TX,48351.0,both
Nolan County,2014,15139,TX,48353.0,both
Nueces County,2014,356717,TX,48355.0,both
Ochiltree County,2014,10709,TX,48357.0,both
Oldham County,2014,2068,TX,48359.0,both
Orange County,2014,83301,TX,48361.0,both
Palo Pinto County,2014,28033,TX,48363.0,both
Panola County,2014,23749,TX,48365.0,both
Parker County,2014,122185,TX,48367.0,both
Parmer County,2014,9954,TX,48369.0,both
Pecos County,2014,15818,TX,48371.0,both
Polk County,2014,45815,TX,48373.0,both
Potter County,2014,122019,TX,48375.0,both
Presidio County,2014,7189,TX,48377.0,both
Rains County,2014,11001,TX,48379.0,both
Randall County,2014,128823,TX,48381.0,both
Reagan County,2014,3784,TX,48383.0,both
Real County,2014,3347,TX,48385.0,both
Red River County,2014,12443,TX,48387.0,both
Reeves County,2014,15103,TX,48389.0,both
Refugio County,2014,7366,TX,48391.0,both
Roberts County,2014,910,TX,48393.0,both
Robertson County,2014,16457,TX,48395.0,both
Rockwall County,2014,87138,TX,48397.0,both
Runnels County,2014,10297,TX,48399.0,both
Rusk County,2014,53144,TX,48401.0,both
Sabine County,2014,10435,TX,48403.0,both
San Augustine County,2014,8479,TX,48405.0,both
San Jacinto County,2014,27066,TX,48407.0,both
San Patricio County,2014,66654,TX,48409.0,both
San Saba County,2014,5860,TX,48411.0,both
Schleicher County,2014,3160,TX,48413.0,both
Scurry County,2014,17367,TX,48415.0,both
Shackelford County,2014,3314,TX,48417.0,both
Shelby County,2014,25604,TX,48419.0,both
Sherman County,2014,3061,TX,48421.0,both
Smith County,2014,219678,TX,48423.0,both
Somervell County,2014,8559,TX,48425.0,both
Starr County,2014,62901,TX,48427.0,both
Stephens County,2014,9335,TX,48429.0,both
Sterling County,2014,1339,TX,48431.0,both
Stonewall County,2014,1388,TX,48433.0,both
Sutton County,2014,3972,TX,48435.0,both
Swisher County,2014,7553,TX,48437.0,both
Tarrant County,2014,1946907,TX,48439.0,both
Taylor County,2014,135049,TX,48441.0,both
Terrell County,2014,906,TX,48443.0,both
Terry County,2014,12796,TX,48445.0,both
Throckmorton County,2014,1612,TX,48447.0,both
Titus County,2014,32484,TX,48449.0,both
Tom Green County,2014,116366,TX,48451.0,both
Travis County,2014,1152411,TX,48453.0,both
Trinity County,2014,14303,TX,48455.0,both
Tyler County,2014,21469,TX,48457.0,both
Upshur County,2014,40303,TX,48459.0,both
Upton County,2014,3486,TX,48461.0,both
Uvalde County,2014,27017,TX,48463.0,both
Val Verde County,2014,48821,TX,48465.0,both
Van Zandt County,2014,52782,TX,48467.0,both
Victoria County,2014,91037,TX,48469.0,both
Walker County,2014,70064,TX,48471.0,both
Waller County,2014,46793,TX,48473.0,both
Ward County,2014,11571,TX,48475.0,both
Washington County,2014,34384,TX,48477.0,both
Webb County,2014,267258,TX,48479.0,both
Wharton County,2014,41082,TX,48481.0,both
Wheeler County,2014,5701,TX,48483.0,both
Wichita County,2014,132721,TX,48485.0,both
Wilbarger County,2014,12991,TX,48487.0,both
Willacy County,2014,21926,TX,48489.0,both
Williamson County,2014,488446,TX,48491.0,both
Wilson County,2014,46147,TX,48493.0,both
Winkler County,2014,7818,TX,48495.0,both
Wise County,2014,61668,TX,48497.0,both
Wood County,2014,42791,TX,48499.0,both
Yoakum County,2014,8392,TX,48501.0,both
Young County,2014,18267,TX,48503.0,both
Zapata County,2014,14359,TX,48505.0,both
Zavala County,2014,12254,TX,48507.0,both
Anderson County,2015,57665,TX,48001.0,both
Andrews County,2015,18058,TX,48003.0,both
Angelina County,2015,87837,TX,48005.0,both
Aransas County,2015,24812,TX,48007.0,both
Archer County,2015,8762,TX,48009.0,both
Armstrong County,2015,1901,TX,48011.0,both
Atascosa County,2015,48382,TX,48013.0,both
Austin County,2015,29477,TX,48015.0,both
Bailey County,2015,7219,TX,48017.0,both
Bandera County,2015,21127,TX,48019.0,both
Bastrop County,2015,80109,TX,48021.0,both
Baylor County,2015,3610,TX,48023.0,both
Bee County,2015,32620,TX,48025.0,both
Bell County,2015,336434,TX,48027.0,both
Bexar County,2015,1894811,TX,48029.0,both
Blanco County,2015,11030,TX,48031.0,both
Borden County,2015,655,TX,48033.0,both
Bosque County,2015,17860,TX,48035.0,both
Bowie County,2015,93146,TX,48037.0,both
Brazoria County,2015,345295,TX,48039.0,both
Brazos County,2015,216339,TX,48041.0,both
Brewster County,2015,9140,TX,48043.0,both
Briscoe County,2015,1515,TX,48045.0,both
Brooks County,2015,7203,TX,48047.0,both
Brown County,2015,37729,TX,48049.0,both
Burleson County,2015,17612,TX,48051.0,both
Burnet County,2015,44738,TX,48053.0,both
Caldwell County,2015,40386,TX,48055.0,both
Calhoun County,2015,21873,TX,48057.0,both
Callahan County,2015,13595,TX,48059.0,both
Cameron County,2015,419062,TX,48061.0,both
Camp County,2015,12691,TX,48063.0,both
Carson County,2015,6014,TX,48065.0,both
Cass County,2015,30137,TX,48067.0,both
Castro County,2015,7774,TX,48069.0,both
Chambers County,2015,39025,TX,48071.0,both
Cherokee County,2015,51567,TX,48073.0,both
Childress County,2015,7177,TX,48075.0,both
Clay County,2015,10363,TX,48077.0,both
Cochran County,2015,2979,TX,48079.0,both
Coke County,2015,3220,TX,48081.0,both
Coleman County,2015,8317,TX,48083.0,both
Collin County,2015,915014,TX,48085.0,both
Collingsworth County,2015,3007,TX,48087.0,both
Colorado County,2015,20946,TX,48089.0,both
Comal County,2015,128870,TX,48091.0,both
Comanche County,2015,13392,TX,48093.0,both
Concho County,2015,4065,TX,48095.0,both
Cooke County,2015,39179,TX,48097.0,both
Coryell County,2015,76242,TX,48099.0,both
Cottle County,2015,1437,TX,48101.0,both
Crane County,2015,4991,TX,48103.0,both
Crockett County,2015,3736,TX,48105.0,both
Crosby County,2015,5918,TX,48107.0,both
Culberson County,2015,2252,TX,48109.0,both
Dallam County,2015,7301,TX,48111.0,both
Dallas County,2015,2557615,TX,48113.0,both
Dawson County,2015,13000,TX,48115.0,both
Deaf Smith County,2015,18819,TX,48117.0,both
Delta County,2015,5154,TX,48119.0,both
Denton County,2015,778799,TX,48121.0,both
DeWitt County,2015,20632,TX,48123.0,both
Dickens County,2015,2203,TX,48125.0,both
Dimmit County,2015,10914,TX,48127.0,both
Donley County,2015,3390,TX,48129.0,both
Duval County,2015,11313,TX,48131.0,both
Eastland County,2015,18151,TX,48133.0,both
Ector County,2015,159859,TX,48135.0,both
